fileName;synonyms;closestWords;relatedWords;categories
short_2.svg;lyhyt&suppea&tiivis&ytimekäs&kompakti&tiivistetty&lyhennetty&-pätkä&lyhytaikainen&huono&pieni&pienikokoinen&pikkuruinen&kitukasvuinen&pätkä;supistettu&hetkellinen&nopea&pikainen&ohimenevä&äkkinäinen&matala&tilapäinen&compendium&promo&lyhyenläntä&tappi&polvipituinen&ohikiitävä&nysä;supistettu&lyhytsanainen&matala&lyhyeksi ajeltu&typistetty&katkaistu&lyhyehkö&lyhyen matkan&lyhytkuonoinen&kokoonpainunut&lyhentynyt&tylppä&viistetty&viistokulmainen&ohimenevä&tilapäinen&hetkellinen&ohikiitävä&haihtuva&lyhyen ajan&lyhyen aikavälin&hajamielinen&tanakka&lyhyenläntä&raskasrakenteinen&tukeva&paksu&vanttera&lyhytvartinen&lyhyt ja läski&lylleröinen&koko&pituus&kesto&slangi&ammattikieli&erikoiskieli&murre&ammattislangi&jargon;määrä & kuvaileva
short_hair.svg;lyhythiuksinen;;;ihmiset & kuvaileva
shorts.svg;shortsit&polvihousut&sortsit&uimahousut;bermudasortsit&pökät&nahkahousut&golfhousut&housut&ratsastushousut&monikkomuoto;bermudasortsit&pökät&nahkahousut&golfhousut&housut&ratsastushousut&monikko&monikkomuoto;vaatteet
shoulder.svg;olkapää&olka&hartia&hartiat;peite&ruumiinosa&olkapää; (''in plural'' shoulders) harteet&(tienreuna);peite&ruumiinosa;terveys & kehonosat & raajat & elimet
shower.svg;suihku;peseytyminen&koppi&nokka&saniteettivaruste&virtaaminen&valuminen&suihkaus&katodisäde&sähkömagneettinen aalto&hiukkassuihku&vähäinen määrä&ruiskuta&schizzo;peseytyminen&koju&kioski&koppi&suutin&nokka&saniteettivaruste&virtaaminen&vuoto&virtaus&valuminen&suihkaus&katodisäde&sähkömagneettinen säteily&sähkömagneettinen aalto&hiukkassuihku&vähäinen määrä;hoitotarvikkeet & terveys
shower_1_,_to.svg;peseytyä&kylpeä&käydä kylvyssä;käydä suihkussa&puhdistaa&pyykätä&olla&(aaltojen) kohina&pyykki&pesu&peräaalto&vanavesi&lavi&洗&pestä&jättöpyörre&mýt&car wash&matalikko&huuhtouma&-vesi (e.g. suuvesi)&huuhtoutua&huuhtoa&tiskata;käydä suihkussa&siistiä&puhdistaa&pestä&pestä vaatteita&pyykätä&olla;hoitotoimet & terveys
shower_2_,_to.svg;käydä suihkussa;;;hoitotoimet & terveys
shower_cap.svg;suihkulakki;;;hoitotarvikkeet & terveys
shower_gel.svg;suihkusaippua;;;hoitotarvikkeet & terveys
shrew.svg;päästäinen&Sorex cinereus;hyönteissyöjä&heimo soricidae&sorex araneus&sorex cinereus&blarina brevicauda&vesipäästäinen&cryptotis parva&äkäpussi;hyönteissyöjä&päästäiset&heimo Soricidae&metsäpäästäinen&Sorex araneus&lyhythäntäpäästäinen&Blarina brevicauda&vesipäästäinen&Cryptotis parva;nisäkkäät & eläimet
shrimp.svg;katkarapu;kymmenjalkainen&crangonidae-heimo&pistoolikatkarapu&peneus-suku&katkarapucocktail&meren herkut&jokikatkarapu&räka&kreveta;kymmenjalkainen äyriäinen&kymmenjalkainen&Crangonidae&Crangonidae-heimo&pistoolikatkarapu&Peneus&Peneus-suku&katkarapucocktail&kalaruoka&kala ja äyriäiset&meren herkut&jokikatkarapu;ruoka & kala & äyriäiset & meri
Shrove_Tuesday_1.svg;laskiainen&laskiaisaika&laskiaistiistai;kristillinen pyhäpäivä&aika;kristillinen pyhäpäivä&aika;uskonto & juhlapäivä & juhlapäivä & uskonnot
shuttlecock.svg;sulkapallo;kenttäpeli&kaksinpeli&nelinpeli&sulkapallovarusteet;kenttäpeli&kaksinpeli&nelinpeli&sulkapallovarusteet;urheilu & urheiluvälineet & välineet & varusteet & urheiluvarusteet
side.svg;puoli&puolikas&näkökanta&näkökohta&näkökulma&kanta&mielipide&joukkue&laita&pinta&vieri&suunta&puolisko&puolet;ominaisuus&kappale&osapuoli&keskikohta&keskiväli&osa&pää&kohta&seikka&dimension&fianco&fasetti&flanke;poikittaissuunta&kylki&terävä reuna&särmä&etuosa&etupuoli&paapuuri&oikea puoli&kuvapuoli&selusta&takaosa&kääntöpuoli&takapuoli&klaava&auton renkaan sivu&alapinta&kamana&tyyrpuuri&yläpinta&ominaispiirre&tuntomerkki&erityispiirre&myyntivaltti&piirre&ominaisuus&haitta&haittapuoli&huono puoli&varjopuoli&osa-alue&ala&pinnalta katsoen&näkemys&sukuperä&sukuhaara&aleneva polvi&alkuperä&syntyperä&sukupuu&verisukulaisuus&sukutaulu&sukujuuri&sukulinja&yksikkö&sosiaalinen yksikkö&osasto&palkinpäät&alaosa&alalaita&alapää&julkisivu&alkuosa&edusta&tuulensuojainen puoli&suojanpuoli&tuulenpuoleinen&takapää&alue&seutu&vuoteen vieri&kuollut puoli&sokea puoli&satama-alue&itäpuoli&pohjoispuoli&laivanpuoleinen laituri&etelänpuoli&länsipuoli&päällys&yläpuoli&murtoluku&viisikymmentä prosenttia&alkupuoli&alkupuolisko&eteläpuoli&jälkipuolisko&loppupuoli&työnantajapuoli&työntekijäpuoli&vuosipuolisko;kuvaileva & sijainti
sieve.svg;siivilä&sihti&lävikkö&seula&suodatin;teesiivilä&sift&siivilöityä;teesiivilä;ruoka & ruokailu & ruokailuvälineet
sieve_,_to.svg;siivilöidä&suodattaa&erottaa&seuloa;pusertaa&seuloa uudelleen&puhaltaa&sift&siivilöityä&kuormitus&kuurnita&kuurnitseminen;pusertaa&seuloa uudelleen&puhaltaa;ruoka & ruoanlaitto & ruuanlaitto
signpost.svg;tienviitta&ohje&ohjenuora&suositus&nyrkkisääntö&suuntaviiva;viitta&säännös;sääntö&säännös&ilmoitus;liikenne & tie & tieliikenne
signpost_1.svg;tienviitta&ohje&ohjenuora&suositus&nyrkkisääntö&suuntaviiva;viitta&säännös;sääntö&säännös&ilmoitus;liikenne & tie & tieliikenne
silence.svg;äänetön&hiljainen&mykkä&ääneen lausumaton&sanaton&kuulumaton&sovittu&ymmärretty&hiiskumaton;eloton&ilmaisukyvytön&kuollut&vaisu&silently&vaitelias&hiljetä&mykistynyt;puhekyvytön&ilmaisukyvytön&implisiittinen&epäsuora&pehmeä&vaimea&hiipivä;tiede
simnel_cake.svg;pääsiäiskakku;;;ruoka & tapahtumat
singer_1a.svg;laulaja&laululintu&folklaulaja&minstreli&laulutaiteilija&trubaduuri&vokalisti&laulusolisti;runoilija&artisti;puhekielen ilmaus&arkikielen ilmaus&altto&baritoni&basso&bassoääni&laulajatar&kastraattilaulaja&kastraatti&kuorolaulaja&kuorolainen&kontra-altto&iskelmälaulaja&viisujen laulaja&hyräilijä&liedlaulaja&madrigalisti&muusikko&instrumentalisti&soittaja&musikantti&pelimanni&oopperatähti&räppäri&rokkitähti&sopraano&tenori&laulua koristeleva laulaja&jodlaaja&Bailey&Pearl Bailey&Pearl Mae Bailey&Cash&Johnny Cash&John Cash&Chevalier&Maurice Chevalier&Dietrich&Marlene Dietrich&Maria Magdalene von Losch&Dylan&Bob Dylan&Fitzgerald&Ella Fitzgerald&Garland&Judy Garland&Guthrie&Woody Guthrie&Woodrow Wilson Guthrie&Horne&Lena Horne&Lena Calhoun Horne&Iglesias&Julio Iglesias&Jackson&Mahalia Jackson&Michael Jackson&Michael Joe Jackson&Jolson&Al Jolson&Asa Yoelson&Joplin&Janis Joplin&King&B. B. King&Riley B King&Lauder&Harry Lauder&Sir Harry MacLennan Lauder&Ledbetter&Huddie Leadbetter&Leadbelly&Madonna&Madonna Louise Ciccone&Marley&Robert Nesta Marley&Bob Marley&Martin&Dean Martin&Dino Paul Crocetti&Merman&Ethel Merman&Orbison&Roy Orbison&Piaf&Edith Piaf&Edith Giovanna Gassion&pikku varpunen&Robeson&Paul Robeson&Paul Bustill Robeson&Russell&Lillian Russell&Seeger&Pete Seeger&Peter Seeger&Simon&Paul Simon&Smith&Bessie Smith&Kate Smith&Kathryn Elizabeth Smith&Streisand&Barbra Streisand&Barbra Joan Streisand&Vaughan&Sarah Vaughan&Waters&Ethel Waters&Williams&Hank Williams&Hiram Williams&Hiram King Williams&Wynette&Tammy Wynette&Tammy Wynetter Pugh&oopperalaulaja;ihmiset & ammatit
singer_1b.svg;laulaja&laululintu&folklaulaja&minstreli&laulutaiteilija&trubaduuri&vokalisti&laulusolisti;runoilija&artisti;puhekielen ilmaus&arkikielen ilmaus&altto&baritoni&basso&bassoääni&laulajatar&kastraattilaulaja&kastraatti&kuorolaulaja&kuorolainen&kontra-altto&iskelmälaulaja&viisujen laulaja&hyräilijä&liedlaulaja&madrigalisti&muusikko&instrumentalisti&soittaja&musikantti&pelimanni&oopperatähti&räppäri&rokkitähti&sopraano&tenori&laulua koristeleva laulaja&jodlaaja&Bailey&Pearl Bailey&Pearl Mae Bailey&Cash&Johnny Cash&John Cash&Chevalier&Maurice Chevalier&Dietrich&Marlene Dietrich&Maria Magdalene von Losch&Dylan&Bob Dylan&Fitzgerald&Ella Fitzgerald&Garland&Judy Garland&Guthrie&Woody Guthrie&Woodrow Wilson Guthrie&Horne&Lena Horne&Lena Calhoun Horne&Iglesias&Julio Iglesias&Jackson&Mahalia Jackson&Michael Jackson&Michael Joe Jackson&Jolson&Al Jolson&Asa Yoelson&Joplin&Janis Joplin&King&B. B. King&Riley B King&Lauder&Harry Lauder&Sir Harry MacLennan Lauder&Ledbetter&Huddie Leadbetter&Leadbelly&Madonna&Madonna Louise Ciccone&Marley&Robert Nesta Marley&Bob Marley&Martin&Dean Martin&Dino Paul Crocetti&Merman&Ethel Merman&Orbison&Roy Orbison&Piaf&Edith Piaf&Edith Giovanna Gassion&pikku varpunen&Robeson&Paul Robeson&Paul Bustill Robeson&Russell&Lillian Russell&Seeger&Pete Seeger&Peter Seeger&Simon&Paul Simon&Smith&Bessie Smith&Kate Smith&Kathryn Elizabeth Smith&Streisand&Barbra Streisand&Barbra Joan Streisand&Vaughan&Sarah Vaughan&Waters&Ethel Waters&Williams&Hank Williams&Hiram Williams&Hiram King Williams&Wynette&Tammy Wynette&Tammy Wynetter Pugh&oopperalaulaja;ihmiset & ammatit
singer_2a.svg;laulaja&laululintu&folklaulaja&minstreli&laulutaiteilija&trubaduuri&vokalisti&laulusolisti;runoilija&artisti;puhekielen ilmaus&arkikielen ilmaus&altto&baritoni&basso&bassoääni&laulajatar&kastraattilaulaja&kastraatti&kuorolaulaja&kuorolainen&kontra-altto&iskelmälaulaja&viisujen laulaja&hyräilijä&liedlaulaja&madrigalisti&muusikko&instrumentalisti&soittaja&musikantti&pelimanni&oopperatähti&räppäri&rokkitähti&sopraano&tenori&laulua koristeleva laulaja&jodlaaja&Bailey&Pearl Bailey&Pearl Mae Bailey&Cash&Johnny Cash&John Cash&Chevalier&Maurice Chevalier&Dietrich&Marlene Dietrich&Maria Magdalene von Losch&Dylan&Bob Dylan&Fitzgerald&Ella Fitzgerald&Garland&Judy Garland&Guthrie&Woody Guthrie&Woodrow Wilson Guthrie&Horne&Lena Horne&Lena Calhoun Horne&Iglesias&Julio Iglesias&Jackson&Mahalia Jackson&Michael Jackson&Michael Joe Jackson&Jolson&Al Jolson&Asa Yoelson&Joplin&Janis Joplin&King&B. B. King&Riley B King&Lauder&Harry Lauder&Sir Harry MacLennan Lauder&Ledbetter&Huddie Leadbetter&Leadbelly&Madonna&Madonna Louise Ciccone&Marley&Robert Nesta Marley&Bob Marley&Martin&Dean Martin&Dino Paul Crocetti&Merman&Ethel Merman&Orbison&Roy Orbison&Piaf&Edith Piaf&Edith Giovanna Gassion&pikku varpunen&Robeson&Paul Robeson&Paul Bustill Robeson&Russell&Lillian Russell&Seeger&Pete Seeger&Peter Seeger&Simon&Paul Simon&Smith&Bessie Smith&Kate Smith&Kathryn Elizabeth Smith&Streisand&Barbra Streisand&Barbra Joan Streisand&Vaughan&Sarah Vaughan&Waters&Ethel Waters&Williams&Hank Williams&Hiram Williams&Hiram King Williams&Wynette&Tammy Wynette&Tammy Wynetter Pugh&oopperalaulaja;ihmiset & ammatit
singer_2b.svg;laulaja&laululintu&folklaulaja&minstreli&laulutaiteilija&trubaduuri&vokalisti&laulusolisti;runoilija&artisti;puhekielen ilmaus&arkikielen ilmaus&altto&baritoni&basso&bassoääni&laulajatar&kastraattilaulaja&kastraatti&kuorolaulaja&kuorolainen&kontra-altto&iskelmälaulaja&viisujen laulaja&hyräilijä&liedlaulaja&madrigalisti&muusikko&instrumentalisti&soittaja&musikantti&pelimanni&oopperatähti&räppäri&rokkitähti&sopraano&tenori&laulua koristeleva laulaja&jodlaaja&Bailey&Pearl Bailey&Pearl Mae Bailey&Cash&Johnny Cash&John Cash&Chevalier&Maurice Chevalier&Dietrich&Marlene Dietrich&Maria Magdalene von Losch&Dylan&Bob Dylan&Fitzgerald&Ella Fitzgerald&Garland&Judy Garland&Guthrie&Woody Guthrie&Woodrow Wilson Guthrie&Horne&Lena Horne&Lena Calhoun Horne&Iglesias&Julio Iglesias&Jackson&Mahalia Jackson&Michael Jackson&Michael Joe Jackson&Jolson&Al Jolson&Asa Yoelson&Joplin&Janis Joplin&King&B. B. King&Riley B King&Lauder&Harry Lauder&Sir Harry MacLennan Lauder&Ledbetter&Huddie Leadbetter&Leadbelly&Madonna&Madonna Louise Ciccone&Marley&Robert Nesta Marley&Bob Marley&Martin&Dean Martin&Dino Paul Crocetti&Merman&Ethel Merman&Orbison&Roy Orbison&Piaf&Edith Piaf&Edith Giovanna Gassion&pikku varpunen&Robeson&Paul Robeson&Paul Bustill Robeson&Russell&Lillian Russell&Seeger&Pete Seeger&Peter Seeger&Simon&Paul Simon&Smith&Bessie Smith&Kate Smith&Kathryn Elizabeth Smith&Streisand&Barbra Streisand&Barbra Joan Streisand&Vaughan&Sarah Vaughan&Waters&Ethel Waters&Williams&Hank Williams&Hiram Williams&Hiram King Williams&Wynette&Tammy Wynette&Tammy Wynetter Pugh&oopperalaulaja;ihmiset & ammatit
single_bed.svg;sänky&vuode&peti;makuuhuoneen kalusteet&makuulaveri&seinään upotettu sänky&punkka&kerrossänky&telttasänky&psykiatrin sohva&kuolinvuode&kaksoisvuode&pylvässänky&verkkokeinu&aviovuode&kaappisänky&lavitsa&sairasvuode&yhden hengen sänky&biedermeiervuode&kaksoissänky&vesisänky&sija&makuupaikka&makuusija&kehto&makuualusta&patja;makuuhuoneen kalusteet&laveri&punkka&makuulaveri&seinään upotettu sänky&kerrossänky&kenttävuode&telttavuode&telttasänky&psykiatrin sohva&kuolinvuode&kaksoisvuode&katosvuode&pylvässänky&riippumatto&verkkokeinu&aviovuode&kaappisänky&lavitsa&sairasvuode&yhden hengen sänky&biedermeiervuode&kaksoissänky&vesisänky;huonekalut & rakennukset & sisustus
sink.svg;pesuallas&viemäriallas&lavuaari&käsienpesuallas&allas;vuoka&tiskiallas&saniteettivaruste&painua&upota;kulho&malja&vati&vuoka&tiskiallas&saniteettivaruste;ruoka & ruokailu & ruokailuvälineet
sink_2.svg;pesuallas&viemäriallas&lavuaari&käsienpesuallas&allas;vuoka&tiskiallas&saniteettivaruste&painua&upota;kulho&malja&vati&vuoka&tiskiallas&saniteettivaruste;rakennukset & tarvikkeet
sister.svg;sisko&kulta&kultanen&muru&typykkä&sisar&kultsi&hani;jargon&sisarkunta&isosisko&naispuolinen sisarus&neitonen&pikkusisko&jäsen&begiini&siskopuoli&sukulainen&sisarus&systeri;slangi&ammattikieli&erikoiskieli&murre&ammattislangi&jargon&naisopiskelijain yhdistys&naisyhdistys&sisarkunta&isosisko&naispuolinen sisarus&tyttö&neiti&nuori nainen&neitonen&pikkusisko&jäsen&begiini&sisarpuoli&siskopuoli;suhteet & ihmissuhteet & ihmiset
sit_at_computer_,_to.svg;käyttää tietokonetta;;;tekniikka & tietokoneet
sit_at_computer_,_to_2.svg;käyttää tietokonetta;;;tekniikka & tietokoneet
six.svg;kuusi&6&vi&puoli tusinaa&kuutonen&Pinus glabra&Picea abies&VI&Captain Hicks&sekstetti&kuusikko&heksa;arpakuutio&dominopalikka&-kkö&mänty&pinus glabra&suku abies&hopeakuusi&abies venusta&picea-suku&picea abies&picea breweriana&picea engelmannii&picea glauca&picea mariana&picea obovata&picea sitchensis&picea orientalis&picea pungens&picea rubens&douglasinkuusi&havupuu&numero&puu&kuusisto&ses&ege&kūž&sechs&sitta&sokta&seis;noppa&arpakuutio&domino&dominopalikka&-kko&-kkö&mänty&Abies&suku Abies&hopeakuusi&Abies bracteata&Abies venusta&kuuset&Picea-suku&breverinkuusi&Picea breweriana&engelmanninkuusi&Picea engelmannii&valkokuusi&Picea glauca&mustakuusi&Picea mariana&siperiankuusi&Picea obovata&sitkankuusi&Picea sitchensis&idänkuusi&Picea orientalis&okakuusi&Picea pungens&punakuusi&Picea rubens&douglasinkuusi&havupuu&luku&numero&puu;numerot & matematiikka & matikka
six_dots.svg;kuusi pistettä;;;numerot & matematiikka & matikka
sixteen.svg;kuusitoista&16.&16&XVI;suuri kokonaisluku&xvi&arvo;suuri kokonaisluku&asema&arvo;numerot & matematiikka & matikka
sixty.svg;kuusikymmentä&60&LX;kokoelma&suuri kokonaisluku&lx&sesdek&şaizeci&sesenta&soixante;joukko&setti&kokoelma&suuri kokonaisluku;numerot & matematiikka & matikka
skate_park.svg;skeittipuisto;;;leikkikenttä & vapaa-aika & leikki & leikkiminen & puuha
skateboard.svg;skeittilauta&rullalauta&skeitti;levy&pyörillä varustettu ajoneuvo;levy&pyörillä varustettu ajoneuvo;liikenne & tie & tieliikenne
skeleton.svg;luuranko&ruumiinrakenne&systema skeletale&tukiranka&luut;elinryhmä&sisäinen tukiranka&ulkoinen tukiranka&minimi&runko;elinryhmä&sisäinen tukiranka&ulkoranka&ulkoinen tukiranka&vähimmäismäärä&alaraja&minimi;terveys & kehonosat & raajat & elimet
ski_,_to.svg;hiihtää&lasketella;siirtyä&tehdä temppuja hiihtäessä&pujotella&hiihtää vesisuksilla;kulkea&liikkua&mennä&siirtyä&tehdä temppuja hiihtäessä&slalom-pujotella&pujotella&vesihiihtää&hiihtää vesisuksilla;urheilu
skin.svg;iho&talja&vuota&turkis&nahka&tegumentti&cutis&kuori&integumentti&ruumiinpeite;pintakerros&paksunahkainen eläin&elinryhmä&vaate&ihonsiirto&kelteisillään&kaulanahka&sidekudos&esinahka&päänahka&kynsivalli&luonnollinen peite&melaniini&kuori (''fruit etc.'')&pinta (''other'')&kalvo&taustakuva&sätkäpaperi&skini&kuoria&naarmuttaa&raapia&nylkeä&melasma&nahk&hipiä&ihotauti&cuticle&asettaa taustakuva|alt=taustakuvaksi&iho (''animal'')&dermatology&milk crust&orange peel&kůže&pellejo&goose flesh;pintakerros&paksunahkainen eläin&elinryhmä&vaate&ihonsiirto&kelteisillään&kaulanahka&sideaine&tukikudos&sidekudos&esinahka&päänahka&kynsinauha&kynsivalli&peite&luonnollinen peite&melaniini;terveys & kehonosat & raajat & elimet
skirt.svg;mekko&leninki;kaftaani&säkkipuku&alas asti napitettu puku&vartalonmyötäinen leninki&tirolilaispuku&naisen puku&essu&kirtle&aamupuku&mummonmekko&poloneesi&sari&paitapuku&olkaimeton vaate&hellemekko&naisten vaatteet&hame&pukea&kolttu&pukeutua;kaftaani&suora mekko&säkkimekko&säkkipuku&alas asti napitettu puku&iltapuku&vartalonmyötäinen leninki&tirolilaispuku&naisen iltapuku&naisen puku&liivihame&esiliina&essu&kirtle&aamupuku&mummonmekko&poloneesi&sari&paitapuku&olkaimeton vaate&hellemekko&naisten vaatteet;vaatteet
skis.svg;sukset;sivakat&lyže;vihamielinen;urheilu & urheiluvälineet & välineet & varusteet & urheiluvarusteet
skull.svg;pääkallo&kallo;os&merkki&sphenoid bone&crane;luu&os&symboli&vertauskuva&symbolisointi&symbolointi&symbolinen esitys&merkki;terveys & kehonosat & raajat & elimet
skunk.svg;haisunäätä&skunkki&hilleri&metsäkissa&Mephitis mephitis&kärsäkunkki&valkoselkäskunkki&porsasskunkki&Conepatus leuconotus&roisto&hulttio&rotta&irtolainen&paskiainen&pummi&ilkimys&ilkiö&lurjus&ääliö&sanonko mikä&heittiö&perseenreikä;näätäeläin&mephitis-suku&mephitis mephitis&mephitis macroura&conepatus-suku&conepatus leuconotus&spilogale putorius&ikävä ihminen;näätäeläin&Mephitis&Mephitis-suku&huppuskunkki&Mephitis macroura&Conepatus&kärsäskunkit&Conepatus-suku&täplikässkunkki&Spilogale putorius&ikävä ihminen;nisäkkäät & eläimet
sledge.svg;leka&nuija&moukari;vasara&sledge;vasara;liikenne & tie & tieliikenne
sleep_suit_baby.svg;potkupuku&shortsiasu&potkuhousut;vaatekappale&vaatekerta;vaate&vaatekappale&vaatteet&vaatetus&kuteet&asu&puku&vaatekerta;vaatteet
sleigh.svg;reki&kelkka&ahkio;urheilukelkka&kaksoiskelkka&koiravaljakko&ajoneuvo&kaplas&sane&trineo&tanko;rattikelkka&urheilukelkka&kaksoiskelkka&koirareki&koiravaljakko&ohjaskelkka&pulkka&kulkuneuvo&ajoneuvo;liikenne & tie & tieliikenne
slice.svg;viipale&pala;satsi&lihaviipale&leike&kalafilee&kappale&siivu&slaissi&lastu;annos&ruoka-annos&satsi&lihaviipale&kotletti&kyljys&leike&seläke&filee&kalafilee&osa&kappale;kuvaileva & muoto
slide.svg;liukumäki&liukurata&leikkipuiston liukumäki;lelu&diapositiva&liukua&lipsua;lelu;leikkikenttä & vapaa-aika & leikki & leikkiminen & puuha
sling.svg;keinu&swing -musiikki&jive&swing;mekaaninen laite&lelu&trapetsi&jazz&huitaisu&kiikkua&columpio&schaukel&schwingen&heilauttaa&kiikku&kiikkulauta&keinutuoli;mekaaninen laite&lelu&trapetsi&jazz;hoitotarvikkeet & terveys & sairaalatarvikkeet & sairaala & terveyskeskus
slippers.svg;tossut;jalkine&jalkimet;tosissaan;vaatteet
slippery.svg;liukas;vastenmielinen&neuvokas&vilpillinen&luistava&vikkelä&vilkas&mairitteleva&viekas&nopea&kavala&jäinen;epärehellinen&vilpillinen&tarttumaton&liukuva&limainen&niljainen&liukasteleva&kiemurteleva&pehmeä&sileä;ihmiset & kuvaileva
slug.svg;etana&laiskuri&lorvi&tyhjäntoimittaja&kuhnailija&laiskimus&velttoilija;kotilo&helix pomatia&puutarhaetana&heimo harjaetanat&vapaakiduskotiloiden lahko&hermissenda crassicornis&liha&pummi;kotilo&viinimäkikotilo&Helix pomatia&puutarhaetana&Harjaetanat&Limacidae&heimo harjaetanat&vapaakiduskotilot&vapaakiduskotiloiden lahko&Hermissenda crassicornis&liha&joutilas&vetelehtijä&maleksija&vetelys&pummi;äyriäiset & nilviäiset & meri & eläimet & merenelävät
smoke_,_to.svg;tupakoida&polttaa;hengittää ulos&hengittää sisään&olla&polttaa ketjussa&tuprutella&panna tupakaksi&kessutella&fumar&röka&poltella&suitsuttaa&kärytä&röökata&sauhu&savu&rööki&spaddu&savut|p&harha&savuverho&sumutus&savunharmaa&savuta&savuttaa&savustaa&antaa palaa&sauhuta&suolata&savutella;hengittää ulos&vetää henkeä&inhaloida&hengittää sisään&juoda&syödä&nauttia&niellä&käyttää&olla&polttaa ketjussa&imaista&tuprutella&imeä&vetää&sytyttää savuke&panna tupakaksi;terveydentila & terveys & sairaus & sairaudet
smooth.svg;sileä&kalju&paljas&satiinimainen&silkkimäinen&silkinpehmeä&silkkinen&pehmeä;loistava&tasan&valmis&silitetty&rypytön&ohut&iljanteinen&tasakuvioinen&nopea&hienosäkeinen&peilikirkas&aerodynaaminen&sametinpehmeä&hieno&tasainen&silikoinen&siloinen&liso;höyhenetön&karvaton&kirkas&loistava&tasainen&tasan&valmis&silitetty&rypytön&hieno&hienojakoinen&ohut&liukas&livettävä&iljanteinen&tasakuvioinen&nopea&hienosäikeinen&hienosäkeinen&peilikirkas&virtaviivainen&aerodynaaminen&samettinen&sametinpehmeä;tiede
snail.svg;etana&laiskuri&lorvi&tyhjäntoimittaja&kuhnailija&laiskimus&velttoilija;kotilo&helix pomatia&puutarhaetana&heimo harjaetanat&vapaakiduskotiloiden lahko&hermissenda crassicornis&liha&pummi;kotilo&viinimäkikotilo&Helix pomatia&puutarhaetana&Harjaetanat&Limacidae&heimo harjaetanat&vapaakiduskotilot&vapaakiduskotiloiden lahko&Hermissenda crassicornis&liha&joutilas&vetelehtijä&maleksija&vetelys&pummi;äyriäiset & nilviäiset & meri & eläimet & merenelävät
snake.svg;käärme&Drymarchon corais couperi&Käärme&katala roisto&salainen vihollinen&liero&roisto&nilviäinen&saasta&epatto;pimeyden ruhtinas&fyysinen esine&penis&luikero;esine&fyysinen esine&matelija&diapsidi&Serpentes&lahko Serpentes&Ophidia&lahko Ophidia&tarhakäärme&Tantilla&suku Tantilla&sokkokäärme&lierokäärme&indigokäärme&Drymarchon corais&kuristajakäärme&myrkkytarhakäärme&merikäärme&kyykäärme&kyy&viemärinavausjousi&viemärinavaaja&tähtikuvio&tähdistö&ikävä ihminen&huono ihminen;eläimet & matelijat
